Age,Revenu,Montant_Credit,Duree_Mois,Score_Credit,Nb_Credits_Prec,Ratio_Dette_Revenu,Statut_Emploi,Niveau_Education,Type_Propriete,Historique_Credit,Objet_Credit,Defaut_Paiement
49,143.79,35.09,67,628,5,19.21,CDD,Doctorat,Propriétaire,Excellent,Automobile,0
50,112.39,19.19,47,370,1,22.07,CDD,Licence,Propriétaire,Bon,Consommation,1
18,131.49,35.72,74,362,0,4.73,Chômeur,Bac,Locataire,Bon,Automobile,1
36,15.28,44.22,63,596,2,24.07,Indépendant,Bac,Locataire,Excellent,Professionnel,1
79,111.87,15.69,10,544,2,34.54,CDI,Licence,Propriétaire,Acceptable,Immobilier,1
19,126.99,49.05,32,818,7,83.31,Chômeur,Bac,Locataire,Bon,Automobile,1
70,20.48,22.39,33,692,4,36.64,CDD,Licence,Locataire,Mauvais,Automobile,1
61,132.67,17.03,31,476,0,75.46,CDD,Bac,Propriétaire,Acceptable,Automobile,1
43,49.65,23.97,54,503,10,43.94,CDI,Licence,Locataire,Excellent,Immobilier,1
49,104.81,9.25,26,832,3,78.49,Chômeur,Bac,Locataire,Bon,Automobile,0
23,123.05,10.66,6,427,6,97.63,Chômeur,Licence,Propriétaire,Bon,Automobile,1
49,104.46,23.65,63,494,4,23.98,Indépendant,Licence,Locataire,Acceptable,Immobilier,1
72,27.46,39.31,84,493,9,86.23,Chômeur,Bac,Locataire,Acceptable,Consommation,1
21,95.5,45.51,60,483,5,62.18,CDI,Licence,Propriétaire,Bon,Consommation,0
72,89.19,34.92,31,546,9,81.73,Chômeur,Licence,Propriétaire,Excellent,Consommation,0
28,136.54,9.73,30,623,3,65.16,CDD,Bac,Locataire,Bon,Automobile,1
73,69.57,35.24,82,459,1,42.39,CDI,Licence,Locataire,Acceptable,Immobilier,1
76,58.35,33.59,38,365,8,22.81,CDD,Licence,Locataire,Acceptable,Automobile,1
34,116.23,41.26,77,553,1,7.0,CDD,Licence,Propriétaire,Acceptable,Immobilier,0
80,70.71,42.14,74,582,1,53.55,CDI,Bac,Locataire,Acceptable,Automobile,1
55,102.22,44.07,11,359,1,99.03,CDI,Bac,Propriétaire,Excellent,Immobilier,1
41,102.27,23.64,28,417,0,73.8,CDI,Bac,Propriétaire,Mauvais,Automobile,1
22,134.89,36.4,35,722,2,32.73,CDI,Licence,Propriétaire,Mauvais,Immobilier,1
69,95.82,17.07,83,335,5,82.72,CDI,Licence,Locataire,Excellent,Immobilier,1
51,82.79,49.97,59,830,6,76.9,CDI,Licence,Propriétaire,Excellent,Professionnel,0
23,33.75,12.89,16,390,0,28.16,CDI,Master,Propriétaire,Bon,Professionnel,0
39,30.62,5.46,36,600,4,1.43,Retraité,Bac,Propriétaire,Acceptable,Automobile,0
28,35.83,11.7,11,516,4,11.82,Indépendant,Doctorat,Propriétaire,Bon,Immobilier,0
80,38.2,39.91,16,397,0,87.73,CDI,Bac,Propriétaire,Excellent,Professionnel,0
65,101.11,25.11,82,755,3,83.66,Retraité,Master,Locataire,Bon,Professionnel,0
33,115.03,25.14,17,830,9,29.52,CDD,Licence,Locataire,Bon,Consommation,1
50,86.55,47.98,71,837,0,28.52,CDD,Master,Locataire,Bon,Automobile,0
26,126.92,46.38,58,327,0,79.29,CDD,Bac,Propriétaire,Bon,Immobilier,1
77,148.82,19.0,41,623,6,93.77,CDI,Licence,Propriétaire,Acceptable,Immobilier,1
76,125.7,14.41,22,522,6,77.91,CDI,Licence,Autre,Bon,Consommation,0
23,108.81,43.18,33,379,2,60.56,CDI,Doctorat,Propriétaire,Acceptable,Consommation,1
33,86.89,45.77,27,757,6,24.27,CDD,Doctorat,Locataire,Acceptable,Automobile,0
46,75.6,29.37,12,475,2,52.57,CDD,Bac,Locataire,Bon,Immobilier,1
20,26.39,33.32,20,821,1,23.35,Indépendant,Licence,Locataire,Bon,Automobile,0
37,68.91,16.56,16,756,9,80.8,CDI,Licence,Propriétaire,Bon,Consommation,0
77,137.87,41.04,29,722,3,38.7,Indépendant,Bac,Propriétaire,Bon,Consommation,0
76,124.08,33.45,72,399,9,83.37,CDD,Bac,Propriétaire,Mauvais,Automobile,1
53,44.17,27.66,35,702,2,38.16,Retraité,Doctorat,Locataire,Acceptable,Immobilier,0
36,77.99,7.7,75,679,6,82.41,CDI,Licence,Locataire,Bon,Immobilier,1
43,125.26,46.22,71,830,0,33.33,Chômeur,Bac,Locataire,Mauvais,Consommation,1
20,24.1,32.7,66,631,5,44.01,Indépendant,Bac,Propriétaire,Acceptable,Consommation,1
80,67.3,13.67,83,617,1,61.55,CDD,Bac,Locataire,Mauvais,Immobilier,1
36,130.0,32.29,46,836,7,7.03,CDD,Licence,Locataire,Excellent,Immobilier,1
37,69.53,35.49,56,388,4,94.82,CDI,Licence,Propriétaire,Acceptable,Consommation,1
49,25.48,28.66,49,810,2,57.36,Retraité,Licence,Propriétaire,Bon,Automobile,1
24,88.24,37.31,18,341,9,50.78,CDI,Bac,Locataire,Acceptable,Automobile,1
69,131.34,31.17,17,688,6,83.94,CDD,Licence,Propriétaire,Bon,Automobile,0
58,94.69,47.65,14,380,10,86.58,CDI,Bac,Propriétaire,Acceptable,Consommation,0
50,45.55,7.42,53,701,1,52.23,CDI,Master,Propriétaire,Bon,Consommation,1
57,66.87,9.78,54,406,4,92.73,CDD,Bac,Locataire,Acceptable,Immobilier,1
56,75.77,12.82,58,410,10,6.47,Chômeur,Master,Propriétaire,Acceptable,Automobile,0
35,93.2,36.06,61,576,7,11.32,CDD,Licence,Propriétaire,Excellent,Immobilier,1
57,117.51,34.05,45,513,10,59.68,Retraité,Licence,Locataire,Excellent,Consommation,1
18,28.35,45.14,29,805,0,35.41,CDD,Bac,Locataire,Acceptable,Consommation,1
28,135.1,37.98,77,420,0,46.42,CDI,Licence,Locataire,Bon,Immobilier,1
45,16.66,27.88,38,433,2,32.81,CDI,Master,Propriétaire,Bon,Immobilier,0
74,64.96,49.63,28,670,2,40.47,Indépendant,Bac,Locataire,Acceptable,Immobilier,0
42,18.7,16.97,82,556,6,82.26,CDI,Bac,Locataire,Acceptable,Automobile,1
67,68.05,42.49,59,479,5,59.35,CDD,Licence,Autre,Excellent,Immobilier,0
40,85.98,24.21,58,347,6,99.73,CDI,Bac,Propriétaire,Bon,Consommation,1
48,84.08,34.19,54,318,3,78.69,CDI,Licence,Propriétaire,Acceptable,Consommation,0
47,37.36,37.73,83,345,10,27.37,Indépendant,Bac,Propriétaire,Acceptable,Automobile,1
59,102.17,33.52,83,750,1,26.43,CDD,Licence,Locataire,Bon,Consommation,1
52,21.05,11.32,54,355,1,33.59,CDI,Licence,Locataire,Excellent,Automobile,0
24,117.86,24.93,65,391,9,84.33,CDI,Bac,Propriétaire,Excellent,Professionnel,1
77,142.8,30.26,70,381,0,2.73,CDI,Licence,Propriétaire,Mauvais,Immobilier,1
33,60.87,43.21,37,378,8,23.02,CDI,Licence,Propriétaire,Bon,Immobilier,0
43,84.83,24.96,84,582,6,90.49,CDD,Bac,Propriétaire,Bon,Automobile,0
65,66.15,46.34,26,610,9,63.99,CDD,Licence,Autre,Excellent,Automobile,1
74,15.91,24.82,23,459,2,22.68,CDI,Licence,Locataire,Excellent,Immobilier,1
69,67.09,29.7,65,615,1,21.91,CDI,Bac,Propriétaire,Acceptable,Automobile,1
77,121.88,40.83,18,455,2,86.26,CDI,Doctorat,Propriétaire,Bon,Immobilier,0
66,95.46,31.24,29,767,6,89.38,CDI,Licence,Propriétaire,Bon,Consommation,1
19,28.67,48.21,35,761,4,25.61,CDD,Bac,Locataire,Excellent,Automobile,0
18,129.36,34.72,7,416,2,42.05,CDI,Master,Propriétaire,Bon,Automobile,0
65,86.7,28.52,30,663,8,83.46,CDI,Licence,Autre,Acceptable,Professionnel,0
79,128.63,6.06,55,765,1,77.1,Indépendant,Licence,Locataire,Excellent,Consommation,0
29,93.33,23.62,19,483,6,81.39,CDI,Bac,Locataire,Acceptable,Automobile,1
22,90.56,18.47,11,465,9,51.84,CDD,Master,Locataire,Excellent,Automobile,1
54,29.21,38.66,81,374,5,91.15,CDD,Master,Locataire,Excellent,Automobile,1
49,37.59,14.37,35,571,5,32.6,CDI,Licence,Propriétaire,Bon,Immobilier,0
76,146.22,14.23,35,802,6,15.67,Indépendant,Bac,Locataire,Mauvais,Immobilier,1
72,45.85,13.53,43,642,5,70.87,CDD,Bac,Locataire,Bon,Immobilier,1
26,146.96,10.65,63,550,1,53.94,CDD,Licence,Propriétaire,Acceptable,Consommation,1
58,86.81,19.0,46,429,10,85.46,CDD,Bac,Propriétaire,Bon,Immobilier,1
52,33.33,44.87,62,657,4,8.12,Indépendant,Licence,Propriétaire,Excellent,Immobilier,0
36,28.41,39.87,41,707,2,84.37,Retraité,Licence,Propriétaire,Excellent,Immobilier,0
65,43.2,38.09,69,794,8,29.33,CDD,Master,Propriétaire,Mauvais,Consommation,1
33,139.96,40.88,21,781,7,65.49,Chômeur,Licence,Locataire,Excellent,Automobile,1
20,70.91,17.12,83,377,9,4.01,CDI,Bac,Locataire,Acceptable,Consommation,1
37,68.38,44.93,77,813,10,60.96,CDD,Master,Locataire,Mauvais,Immobilier,0
41,57.28,11.18,19,620,1,71.73,CDI,Master,Locataire,Excellent,Professionnel,0
71,34.85,20.14,36,589,0,36.88,CDI,Licence,Locataire,Bon,Automobile,0
73,80.86,31.4,71,596,3,21.54,CDD,Bac,Autre,Excellent,Automobile,0
50,32.56,9.63,73,774,3,53.76,Indépendant,Licence,Propriétaire,Excellent,Professionnel,1
41,127.79,37.86,70,322,9,83.32,CDI,Master,Locataire,Excellent,Professionnel,1
69,65.0,22.43,60,471,10,32.35,CDD,Bac,Propriétaire,Bon,Consommation,1
28,65.6,40.3,83,617,1,25.25,CDD,Licence,Locataire,Acceptable,Professionnel,1
66,78.99,27.18,45,492,6,27.89,CDI,Licence,Locataire,Acceptable,Automobile,0
25,74.96,13.14,30,417,2,94.91,CDI,Licence,Locataire,Mauvais,Immobilier,1
53,149.31,38.06,30,305,6,35.93,CDI,Master,Propriétaire,Excellent,Immobilier,1
55,88.63,16.35,8,782,6,0.36,CDI,Licence,Propriétaire,Bon,Automobile,0
57,26.91,27.09,74,431,0,78.17,CDD,Licence,Propriétaire,Bon,Automobile,0
37,96.93,8.4,31,392,5,69.93,CDI,Licence,Propriétaire,Excellent,Automobile,1
79,35.46,32.8,45,821,3,12.86,CDI,Bac,Propriétaire,Excellent,Consommation,0
52,19.18,34.96,43,593,10,98.49,CDD,Licence,Propriétaire,Bon,Automobile,1
65,146.05,22.04,43,691,7,60.81,CDD,Master,Locataire,Acceptable,Immobilier,1
79,119.43,47.95,73,548,7,50.08,CDI,Doctorat,Propriétaire,Mauvais,Immobilier,1
42,147.31,44.34,12,716,2,38.22,CDI,Licence,Locataire,Excellent,Professionnel,0
52,79.51,36.86,35,442,3,89.87,CDI,Bac,Propriétaire,Acceptable,Consommation,1
42,86.85,37.11,24,536,0,24.4,Indépendant,Doctorat,Propriétaire,Acceptable,Automobile,0
46,37.73,16.36,40,586,9,28.58,Chômeur,Licence,Locataire,Bon,Consommation,1
35,48.33,34.56,38,576,1,12.24,Indépendant,Master,Locataire,Excellent,Consommation,0
63,128.2,13.92,38,686,6,75.91,CDI,Bac,Propriétaire,Mauvais,Professionnel,1
35,63.09,11.48,83,681,10,59.55,CDD,Licence,Locataire,Acceptable,Automobile,1
19,126.62,49.98,43,749,6,60.91,CDI,Bac,Locataire,Mauvais,Automobile,1
71,110.72,33.01,15,590,8,21.85,CDI,Master,Locataire,Bon,Immobilier,1
52,38.92,24.39,62,468,9,65.12,CDI,Master,Locataire,Bon,Professionnel,1
33,83.51,17.97,33,742,8,76.55,Indépendant,Licence,Locataire,Excellent,Professionnel,1
78,106.45,32.18,83,483,8,35.79,CDD,Bac,Locataire,Mauvais,Consommation,1
58,46.73,7.23,43,344,5,80.13,CDD,Bac,Locataire,Bon,Automobile,0
53,127.14,9.26,21,567,7,34.88,CDD,Licence,Autre,Excellent,Automobile,1
50,88.55,6.48,26,775,8,75.81,CDI,Licence,Locataire,Bon,Automobile,1
21,37.31,27.46,11,552,6,3.37,CDI,Licence,Locataire,Bon,Immobilier,1
50,93.7,32.03,46,695,3,55.12,CDD,Licence,Propriétaire,Bon,Automobile,1
31,149.96,7.81,20,588,3,96.95,CDD,Licence,Propriétaire,Bon,Immobilier,1
38,35.32,37.46,8,511,5,98.12,Indépendant,Bac,Locataire,Bon,Professionnel,0
65,125.26,15.37,48,320,10,28.18,CDI,Licence,Locataire,Bon,Automobile,0
37,42.99,35.83,52,615,3,44.14,Indépendant,Licence,Propriétaire,Excellent,Professionnel,1
73,120.62,49.19,19,737,10,6.3,CDI,Master,Propriétaire,Bon,Consommation,0
25,114.17,36.1,71,722,6,87.33,CDD,Licence,Locataire,Excellent,Immobilier,0
24,55.57,44.74,34,532,7,56.86,CDD,Licence,Propriétaire,Excellent,Immobilier,0
20,58.99,47.67,9,422,7,38.51,Chômeur,Bac,Propriétaire,Acceptable,Professionnel,1
34,121.99,26.9,31,513,7,11.28,CDI,Master,Propriétaire,Bon,Consommation,0
50,77.3,36.6,17,339,1,94.68,CDD,Bac,Locataire,Excellent,Immobilier,1
65,113.66,43.34,7,631,9,53.02,CDD,Licence,Propriétaire,Bon,Immobilier,1
29,34.98,21.05,22,481,1,28.29,CDI,Master,Locataire,Excellent,Consommation,1
76,130.1,16.76,40,564,1,35.02,CDI,Licence,Locataire,Bon,Immobilier,1
68,110.97,47.6,15,832,1,27.07,Indépendant,Licence,Locataire,Bon,Immobilier,0
39,137.44,37.68,48,731,3,60.18,CDI,Bac,Propriétaire,Acceptable,Consommation,1
72,32.87,14.89,26,495,4,93.0,CDI,Master,Propriétaire,Acceptable,Consommation,1
39,95.06,25.21,20,808,3,85.67,Retraité,Bac,Locataire,Bon,Automobile,0
63,95.88,40.84,40,746,4,46.04,Indépendant,Bac,Locataire,Bon,Professionnel,0
47,62.72,29.62,65,827,3,82.65,CDI,Bac,Propriétaire,Acceptable,Consommation,0
55,76.89,34.25,49,501,6,42.31,CDD,Bac,Propriétaire,Excellent,Consommation,1
55,20.13,38.92,10,432,9,25.23,CDD,Doctorat,Locataire,Excellent,Immobilier,1
62,115.69,32.99,78,438,0,98.34,Indépendant,Licence,Locataire,Acceptable,Immobilier,1
68,89.16,29.3,23,792,0,30.39,Indépendant,Licence,Propriétaire,Bon,Immobilier,0
71,22.8,38.73,26,369,1,32.37,Indépendant,Doctorat,Propriétaire,Acceptable,Immobilier,1
25,106.9,37.74,77,314,0,98.97,CDI,Bac,Propriétaire,Bon,Professionnel,1
44,78.02,33.34,79,511,9,13.39,CDD,Bac,Propriétaire,Bon,Professionnel,0
44,19.65,21.19,56,359,9,76.05,CDI,Licence,Propriétaire,Acceptable,Consommation,0
51,145.9,23.26,46,551,10,93.58,CDI,Licence,Propriétaire,Bon,Automobile,0
38,143.13,48.67,29,745,2,51.18,Indépendant,Licence,Locataire,Bon,Consommation,1
47,84.24,10.06,29,301,5,0.25,CDI,Bac,Propriétaire,Excellent,Automobile,0
50,27.65,17.08,43,635,9,37.51,CDD,Licence,Locataire,Excellent,Immobilier,0
45,116.87,27.16,49,318,10,11.16,Indépendant,Bac,Locataire,Excellent,Automobile,1
64,81.41,42.65,62,377,5,41.62,CDI,Bac,Locataire,Bon,Automobile,0
50,55.83,12.37,64,771,0,79.0,CDI,Bac,Autre,Mauvais,Immobilier,0
22,81.34,17.46,39,327,5,43.87,Indépendant,Licence,Locataire,Acceptable,Immobilier,0
77,85.53,7.96,80,464,4,43.19,Chômeur,Licence,Locataire,Bon,Immobilier,1
78,90.97,36.77,28,757,6,55.68,Indépendant,Licence,Propriétaire,Acceptable,Automobile,1
65,74.57,15.72,48,475,5,58.17,CDD,Doctorat,Propriétaire,Bon,Immobilier,1
36,96.78,22.49,45,328,6,85.63,CDI,Master,Locataire,Bon,Consommation,1
21,139.03,24.97,52,578,1,30.84,CDI,Licence,Locataire,Excellent,Automobile,0
52,63.91,45.11,46,582,0,82.17,CDD,Doctorat,Propriétaire,Acceptable,Automobile,0
66,112.97,23.51,52,778,6,56.59,CDI,Doctorat,Locataire,Excellent,Consommation,1
34,135.75,11.54,25,818,8,30.05,Chômeur,Licence,Propriétaire,Bon,Automobile,1
61,76.56,28.59,82,604,1,29.51,CDD,Licence,Locataire,Acceptable,Automobile,1
45,74.87,48.33,70,408,6,36.11,CDD,Doctorat,Propriétaire,Excellent,Consommation,1
47,96.29,32.35,73,623,2,62.27,Indépendant,Licence,Locataire,Excellent,Automobile,1
46,94.84,49.25,29,505,5,23.08,Indépendant,Bac,Propriétaire,Excellent,Consommation,0
63,123.89,42.85,41,533,2,92.03,CDD,Licence,Autre,Bon,Automobile,0
70,79.33,6.62,50,757,9,57.49,Chômeur,Bac,Propriétaire,Bon,Immobilier,0
23,149.48,34.63,7,486,10,92.0,Retraité,Licence,Autre,Bon,Automobile,1
52,23.03,17.9,33,781,10,4.64,Chômeur,Bac,Propriétaire,Bon,Immobilier,0
77,15.43,30.18,31,706,10,34.26,Indépendant,Bac,Locataire,Bon,Immobilier,1
58,101.43,17.57,28,808,4,2.28,Indépendant,Bac,Propriétaire,Bon,Immobilier,0
54,55.29,20.7,84,819,1,27.23,CDD,Master,Locataire,Mauvais,Immobilier,0
41,47.45,46.54,41,352,7,86.2,CDI,Bac,Locataire,Bon,Consommation,0
46,57.11,14.3,11,697,7,3.66,CDI,Bac,Locataire,Acceptable,Consommation,1
66,49.57,44.33,40,498,6,43.61,CDI,Bac,Propriétaire,Acceptable,Consommation,0
63,19.16,6.37,43,690,5,11.76,CDI,Licence,Locataire,Bon,Immobilier,0
70,146.16,9.09,40,797,0,41.68,CDI,Doctorat,Propriétaire,Excellent,Consommation,0
48,44.8,43.46,79,471,7,83.89,CDI,Bac,Propriétaire,Bon,Immobilier,1
52,114.09,33.38,58,385,0,62.31,Chômeur,Bac,Propriétaire,Acceptable,Automobile,1
77,117.95,38.63,43,485,7,73.68,Indépendant,Licence,Propriétaire,Bon,Consommation,0
50,140.45,14.42,64,455,10,34.91,CDI,Licence,Locataire,Excellent,Immobilier,1
69,19.12,29.17,48,792,1,94.44,CDI,Bac,Propriétaire,Excellent,Professionnel,1
80,132.73,38.17,9,820,7,70.93,Indépendant,Licence,Propriétaire,Bon,Consommation,0
78,86.18,33.23,10,429,9,42.18,Indépendant,Licence,Locataire,Excellent,Consommation,1
38,100.39,26.23,73,380,3,42.65,Chômeur,Licence,Autre,Mauvais,Consommation,1
49,102.0,48.19,50,683,6,91.87,Retraité,Master,Locataire,Excellent,Consommation,1
40,125.67,35.43,30,594,4,57.64,Retraité,Bac,Locataire,Bon,Professionnel,0
50,60.01,45.85,83,568,7,70.64,CDI,Bac,Locataire,Acceptable,Consommation,1
20,113.96,37.84,16,834,5,41.7,CDI,Master,Locataire,Acceptable,Automobile,0
35,86.36,38.1,34,677,4,22.37,Indépendant,Master,Autre,Bon,Automobile,1
42,122.11,8.6,39,675,0,72.36,CDI,Bac,Locataire,Excellent,Immobilier,0
59,148.72,21.18,19,387,2,60.78,Indépendant,Doctorat,Propriétaire,Bon,Professionnel,0
48,42.09,43.63,29,410,9,50.13,CDD,Licence,Locataire,Bon,Professionnel,0
71,149.28,15.47,64,453,8,62.4,Indépendant,Bac,Autre,Bon,Automobile,1
75,27.12,10.2,44,762,8,20.83,CDI,Licence,Propriétaire,Bon,Consommation,0
20,15.31,19.67,31,455,4,79.39,CDD,Bac,Locataire,Excellent,Professionnel,1
57,20.96,14.92,48,617,2,94.82,CDD,Bac,Locataire,Mauvais,Immobilier,1
63,61.14,46.64,41,537,5,89.11,Chômeur,Bac,Locataire,Excellent,Automobile,1
41,100.44,44.06,44,633,4,32.14,CDI,Licence,Propriétaire,Bon,Automobile,0
67,24.32,27.49,66,405,0,40.6,Chômeur,Master,Locataire,Mauvais,Consommation,1
49,15.76,7.76,21,781,1,80.84,Indépendant,Licence,Propriétaire,Acceptable,Automobile,1
64,141.51,37.16,64,681,4,59.51,Indépendant,Licence,Propriétaire,Bon,Consommation,1
39,125.96,33.05,11,560,8,54.79,Indépendant,Licence,Autre,Excellent,Automobile,1
40,124.24,48.67,61,592,3,92.66,CDD,Licence,Locataire,Mauvais,Immobilier,1
19,134.4,30.15,13,634,8,53.6,CDI,Master,Locataire,Excellent,Immobilier,1
80,109.5,20.14,32,775,2,51.49,CDI,Licence,Locataire,Acceptable,Immobilier,0
44,29.09,28.36,76,524,0,4.2,Chômeur,Licence,Locataire,Acceptable,Immobilier,1
59,68.88,49.07,32,753,5,6.94,Indépendant,Licence,Locataire,Excellent,Automobile,0
19,112.63,36.34,51,595,9,0.74,CDI,Master,Propriétaire,Acceptable,Consommation,1
43,52.85,35.24,46,762,6,91.32,CDD,Bac,Locataire,Mauvais,Immobilier,1
34,107.8,15.83,84,513,3,40.84,CDI,Bac,Locataire,Bon,Automobile,0
57,18.31,38.46,30,457,9,46.86,CDI,Licence,Locataire,Bon,Automobile,1
50,56.33,38.76,23,571,4,84.54,CDD,Master,Propriétaire,Acceptable,Immobilier,1
26,89.13,19.28,17,537,3,60.92,CDI,Licence,Propriétaire,Bon,Automobile,1
60,100.33,26.77,56,602,2,60.95,CDI,Doctorat,Propriétaire,Acceptable,Consommation,0
71,92.9,18.26,44,820,0,29.65,CDD,Bac,Locataire,Bon,Immobilier,0
65,109.2,16.64,15,620,5,83.39,CDD,Licence,Autre,Excellent,Immobilier,0
56,15.82,6.17,79,358,9,16.58,CDI,Licence,Autre,Excellent,Professionnel,1
46,28.63,17.83,82,657,4,5.31,CDI,Licence,Propriétaire,Excellent,Consommation,1
59,132.31,29.93,59,550,10,19.16,CDI,Master,Propriétaire,Excellent,Automobile,0
72,107.04,5.07,34,735,0,26.77,CDI,Master,Propriétaire,Excellent,Automobile,0
43,30.25,17.74,46,445,4,28.23,CDI,Licence,Propriétaire,Bon,Consommation,0
52,128.68,44.66,14,651,5,67.05,CDI,Licence,Locataire,Excellent,Consommation,0
67,47.7,31.71,68,544,9,21.78,CDI,Master,Locataire,Acceptable,Immobilier,1
42,79.57,32.35,82,600,4,67.67,Indépendant,Licence,Propriétaire,Acceptable,Automobile,0
41,34.6,23.15,42,737,0,9.11,CDI,Master,Propriétaire,Bon,Automobile,1
30,110.86,35.44,19,399,4,14.72,CDI,Master,Propriétaire,Bon,Immobilier,1
77,105.03,13.55,78,779,9,50.88,CDI,Licence,Propriétaire,Bon,Professionnel,0
75,43.5,41.84,77,714,0,92.19,CDI,Master,Locataire,Bon,Automobile,1
24,131.56,10.25,44,464,10,85.96,Indépendant,Licence,Locataire,Bon,Automobile,0
74,69.18,34.52,45,601,2,96.88,CDI,Bac,Locataire,Acceptable,Professionnel,1
53,54.49,20.35,59,420,1,65.05,CDI,Licence,Locataire,Excellent,Immobilier,0
62,35.56,38.64,8,387,0,67.58,CDI,Bac,Propriétaire,Acceptable,Immobilier,1
37,50.93,29.74,60,516,3,62.5,CDD,Licence,Propriétaire,Acceptable,Consommation,1
18,17.97,25.36,38,478,1,62.28,CDI,Master,Propriétaire,Bon,Automobile,0
25,93.74,12.62,76,462,4,14.71,CDD,Bac,Locataire,Excellent,Consommation,1
63,128.7,33.66,24,469,9,54.37,CDI,Bac,Locataire,Bon,Immobilier,0
33,89.11,48.86,39,600,0,38.61,CDI,Licence,Locataire,Bon,Automobile,0
31,44.6,42.15,83,673,9,44.25,CDD,Licence,Propriétaire,Bon,Immobilier,0
29,19.55,7.7,55,502,0,52.36,Indépendant,Licence,Locataire,Bon,Consommation,1
68,43.97,21.93,52,346,10,12.84,CDD,Licence,Propriétaire,Excellent,Immobilier,1
40,71.18,46.65,51,762,9,35.95,CDI,Bac,Propriétaire,Excellent,Automobile,1
32,117.55,27.64,61,707,3,6.34,CDD,Bac,Propriétaire,Excellent,Consommation,0
45,40.36,34.8,62,493,6,97.97,CDI,Master,Propriétaire,Excellent,Professionnel,0
51,112.17,46.07,56,726,1,11.85,Indépendant,Bac,Locataire,Bon,Consommation,0
19,132.04,44.32,59,616,1,25.85,CDD,Licence,Locataire,Excellent,Automobile,0
49,76.28,27.58,33,778,0,89.13,CDI,Doctorat,Propriétaire,Excellent,Automobile,0
40,125.89,24.69,24,720,4,48.27,CDD,Master,Propriétaire,Acceptable,Consommation,1
80,89.88,20.29,32,568,5,13.56,CDD,Bac,Propriétaire,Acceptable,Consommation,0
39,101.01,37.36,53,780,5,38.42,CDI,Licence,Propriétaire,Bon,Consommation,1
68,86.05,17.91,24,562,1,11.59,Chômeur,Master,Propriétaire,Bon,Professionnel,0
42,77.53,16.24,56,725,6,20.02,Indépendant,Licence,Locataire,Acceptable,Consommation,1
75,46.68,21.03,12,465,5,5.2,CDI,Master,Propriétaire,Bon,Immobilier,0
80,55.93,12.97,34,727,7,43.82,Chômeur,Licence,Locataire,Bon,Consommation,1
79,54.15,36.28,48,696,5,80.66,CDI,Bac,Propriétaire,Acceptable,Consommation,1
78,91.04,32.73,74,515,8,58.6,Indépendant,Licence,Propriétaire,Bon,Consommation,1
39,31.19,26.73,63,406,9,60.63,Indépendant,Licence,Propriétaire,Bon,Professionnel,0
75,138.77,22.56,13,397,1,20.06,CDD,Licence,Locataire,Mauvais,Automobile,1
75,112.29,45.91,47,781,6,34.39,CDI,Bac,Locataire,Bon,Consommation,0
39,69.2,6.31,81,798,4,84.52,Chômeur,Bac,Propriétaire,Mauvais,Immobilier,1
66,36.41,39.61,47,529,0,8.79,CDI,Doctorat,Locataire,Bon,Automobile,1
69,134.07,45.59,18,556,2,85.79,CDI,Bac,Propriétaire,Bon,Automobile,1
59,126.21,25.09,31,342,3,48.37,CDI,Bac,Locataire,Bon,Professionnel,0
23,112.43,29.78,23,541,1,83.71,Chômeur,Master,Propriétaire,Acceptable,Professionnel,0
32,51.66,47.5,47,394,6,31.8,Chômeur,Licence,Locataire,Excellent,Consommation,1
71,69.33,14.55,56,487,0,33.88,CDI,Bac,Locataire,Bon,Immobilier,1
60,28.87,28.41,21,684,2,75.16,Chômeur,Licence,Locataire,Acceptable,Automobile,1
77,40.52,26.36,8,699,8,78.5,CDI,Licence,Propriétaire,Bon,Consommation,1
54,120.71,16.63,84,805,10,22.96,Retraité,Licence,Propriétaire,Excellent,Immobilier,0
50,111.53,41.84,50,466,1,97.29,CDD,Master,Locataire,Excellent,Immobilier,1
25,95.12,45.48,27,424,4,8.45,CDI,Bac,Locataire,Acceptable,Consommation,1
70,135.92,40.19,28,386,3,6.85,CDI,Licence,Locataire,Acceptable,Immobilier,0
77,93.74,13.79,64,788,2,59.55,CDI,Bac,Propriétaire,Bon,Immobilier,1
61,78.04,8.9,67,525,4,72.27,CDI,Licence,Propriétaire,Bon,Automobile,0
61,60.95,32.25,73,644,5,96.09,Indépendant,Master,Locataire,Excellent,Professionnel,1
22,141.96,7.57,59,817,0,40.49,CDI,Bac,Propriétaire,Bon,Consommation,1
56,26.17,35.28,62,330,1,2.53,Retraité,Licence,Propriétaire,Bon,Professionnel,1
21,140.67,28.87,28,595,0,60.29,CDD,Bac,Locataire,Acceptable,Consommation,1
23,126.61,34.83,65,713,2,28.97,CDD,Bac,Propriétaire,Mauvais,Automobile,0
62,32.54,31.56,78,434,7,43.29,CDI,Licence,Propriétaire,Acceptable,Professionnel,0
49,91.27,24.02,60,824,7,48.85,Chômeur,Licence,Propriétaire,Excellent,Automobile,0
69,131.98,14.04,68,303,3,6.45,CDD,Bac,Locataire,Bon,Automobile,1
47,92.19,18.76,61,477,5,48.6,Chômeur,Master,Propriétaire,Excellent,Automobile,1
64,137.47,28.6,60,558,8,42.63,Retraité,Bac,Locataire,Excellent,Consommation,0
